"ZatOrigin";"ZatDestination";"LongOrigin";"LatOrigin";"LongDestination";"LatDestination"
1;51;-75.6734595205218;4.78949658816412;-75.687995658979;4.8136839866935
1;51;-75.6696616723155;4.7897085425082;-75.6888708634164;4.81529736238288
1;51;-75.6772986252041;4.78986236618011;-75.6885004487539;4.81570137823984
1;51;-75.6657637837382;4.7863545930315;-75.6893791629569;4.81463554477911
1;51;-75.6673420116592;4.78562618017393;-75.6869437267732;4.81593977457186
1;51;-75.6673185481945;4.78850776958064;-75.6892950310988;4.81380106226888
1;51;-75.666860315362;4.78338746037272;-75.6893117555165;4.81447516467949
1;51;-75.6674933009109;4.78925239136379;-75.6889676762868;4.81486183591281
1;51;-75.6705964563442;4.78898814783694;-75.6883003808182;4.8149066932631
1;51;-75.6722552578757;4.78932922767304;-75.6888776223702;4.81512291131212
1;51;-75.670789079757;4.78873754972088;-75.6868142341286;4.81476783060353
1;52;-75.6648518899729;4.78451408215101;-75.6901131440429;4.81338083564681
1;52;-75.6706414255567;4.78949909238285;-75.6898420446136;4.81583789925736
1;52;-75.6691207624139;4.78523937724169;-75.6927157463775;4.81325597771585
1;52;-75.6753442403356;4.79051855663233;-75.6919024442692;4.81702139450591
1;52;-75.6740239487559;4.7896096614152;-75.6910347449357;4.81529494381117
1;52;-75.6654862664446;4.78422207095165;-75.691313709034;4.81357867018321
1;52;-75.6705544225336;4.78555386787657;-75.6917006947192;4.81289566581591
1;52;-75.674345134306;4.78633566859477;-75.6928823453243;4.81490769955069
1;52;-75.6744729567994;4.79126913306594;-75.692853698806;4.81296629317478
1;52;-75.6642991118823;4.78614043962896;-75.6909285235847;4.81542641546828
1;52;-75.668637685863;4.78459955785488;-75.6916305849487;4.81675921409873
1;52;-75.6731004568677;4.78777507120738;-75.6918919832931;4.81399731825577
1;52;-75.6723579347214;4.78877852669294;-75.6910358805282;4.81368146458248
1;52;-75.6759332250809;4.79098105207567;-75.6925382917272;4.81412804101458
1;52;-75.670933792087;4.78987915595997;-75.6908427758298;4.81502922515985
1;56;-75.6657273809914;4.78753406338087;-75.7014728679898;4.81555109353044
1;56;-75.6696041868063;4.78481014349554;-75.6970158475236;4.81685612069587
1;56;-75.673464623069;4.78552648493044;-75.7009830468013;4.81672092696902
1;56;-75.6681967442985;4.78340302877694;-75.6970563638871;4.81446245749625
1;56;-75.6724717196956;4.78849127216605;-75.7005002543765;4.81552509028463
1;56;-75.6725265395343;4.78748164857646;-75.700394961461;4.81408453497471
1;56;-75.6681102519599;4.78331816136948;-75.6993498565489;4.81525056572442
1;56;-75.6649842956577;4.78473285466419;-75.6972692577942;4.81391754442191
1;56;-75.6674867424657;4.78678909595089;-75.7022853211217;4.81686789454599
1;56;-75.670559908338;4.78315426853827;-75.6995282333567;4.81615417656904
1;56;-75.6729287156439;4.78954305270155;-75.7002602417413;4.81654447187458
1;56;-75.6752474962634;4.78727320266356;-75.6989067705725;4.81578150968563
1;56;-75.67657624241;4.7899728468117;-75.7000116533629;4.81620718439605
1;56;-75.6657251083149;4.78349965670594;-75.6987905672788;4.81502095744587
1;56;-75.6766375015168;4.78799982469729;-75.7008815555208;4.81428445900418
1;65;-75.6736723227018;4.78893351795053;-75.713145864572;4.81485965528397
1;65;-75.6639054037874;4.78406559510428;-75.7170697724482;4.81528388707445
1;65;-75.6669518239201;4.78933556708441;-75.7157863115049;4.81592683947453
1;65;-75.6696911708094;4.78380975170074;-75.7139136017578;4.81413469053473
1;65;-75.6733917600368;4.79048601745313;-75.7163770050596;4.81604871110663
1;65;-75.6668642333875;4.78304630400144;-75.7152884581129;4.8156431606665
1;65;-75.6663253295123;4.78425269773658;-75.7140748206473;4.81478953482027
1;65;-75.6698246148278;4.78310514339192;-75.7180734075286;4.81570133412698
1;65;-75.6678937260935;4.78560955903552;-75.7152724365783;4.81607802828781
1;65;-75.6677037217731;4.78410755435989;-75.7149232201623;4.81564148044123
1;65;-75.6682922718058;4.78922445590148;-75.7160291130614;4.81615937668992
1;65;-75.664763084643;4.78639351671607;-75.7163769608003;4.81532078860125
1;65;-75.6758985723721;4.7890384780769;-75.7138571223238;4.81507589533632
1;65;-75.6662127777183;4.78489800986511;-75.7134995900282;4.81432094492246
1;65;-75.6735150246904;4.78638976307018;-75.7130430028254;4.81380338158518
1;154;-75.668183071668;4.78603449456956;-75.7456398030099;4.79693052294487
1;154;-75.6654486118899;4.78545279250172;-75.7486101343565;4.79621745336187
1;154;-75.6742610839807;4.78607573152017;-75.7478845839798;4.79846567349967
1;154;-75.6769978965862;4.78992867857911;-75.7492766498857;4.79840911882121
1;154;-75.672189547227;4.78977409527477;-75.7470036868864;4.7979069875373
1;154;-75.6658757243521;4.78663024172133;-75.7470537587765;4.79590948628471
1;154;-75.6695606235158;4.78355500826763;-75.7482668923782;4.79857492497933
1;154;-75.6681807345202;4.78907281383237;-75.7477088866201;4.7963515335015
1;154;-75.6635889046382;4.78497610552407;-75.7465370581367;4.79743894646407
1;154;-75.6763612830051;4.79082203971401;-75.7478454368806;4.79721518766986
1;154;-75.6647845748551;4.78640945035781;-75.7500234671869;4.79886551276581
1;154;-75.6705675455937;4.78748508680008;-75.7466021224294;4.79725768935821
1;154;-75.6658182041217;4.78330530634785;-75.7471348107836;4.79743689262128
1;154;-75.6709568882837;4.78647589956346;-75.7475888678267;4.79605520653502
1;154;-75.6679836855542;4.78827225817374;-75.749502654459;4.79744167623919
2;283;-75.6769281718668;4.79260004839162;-75.6558408628647;4.85825644633104
2;283;-75.6807018957701;4.79236649204125;-75.6583058993791;4.855815467587
2;283;-75.6802905560835;4.79411488077616;-75.6550052717642;4.85761372700776
2;283;-75.6802021402011;4.79025705260855;-75.6564691973382;4.8551244235755
2;283;-75.6763961072677;4.79206995766625;-75.6562508338909;4.85657840287987
2;283;-75.6756700831001;4.79234028191403;-75.6564807518628;4.85655778065576
2;283;-75.6764208698003;4.79174010813789;-75.655679208791;4.85941111351727
2;283;-75.6803718042722;4.79308315178294;-75.6557428759961;4.85891133080436
2;283;-75.6751303306494;4.79318711644816;-75.6563504392246;4.8568792101373
2;283;-75.6769062816738;4.79209451404545;-75.6551249268871;4.85847975341898
2;283;-75.6765566083081;4.7928433708807;-75.6550564990972;4.8583388727832
2;283;-75.6802995278339;4.7914773674967;-75.6574224609781;4.85621574102463
2;283;-75.6750492702877;4.79275942219494;-75.6551681555777;4.85766971453205
2;283;-75.6765229123835;4.7939981198919;-75.6573494027034;4.85499965034651
2;283;-75.6800987126301;4.78994333950312;-75.6564516632702;4.85666678564273
3;1;-75.6716451680194;4.79314387274798;-75.6644424511432;4.78614127700574
3;1;-75.6659150407978;4.79343297613813;-75.6755143575089;4.79069693912404
3;1;-75.6681474113412;4.79167355774493;-75.6763766977041;4.78951689586786
3;1;-75.6701009077929;4.79323971423325;-75.671538798176;4.78905200316395
3;1;-75.666392962973;4.79395140185123;-75.6695175979641;4.78393992270926
3;1;-75.667831758676;4.79071250109914;-75.671619033977;4.78733146404608
3;1;-75.6676205279558;4.79007714326219;-75.6722992601622;4.78826663900253
3;1;-75.6707946011968;4.79088663961163;-75.6722743136194;4.78723712892082
3;1;-75.6703578649486;4.79054692183803;-75.6717379577133;4.78571199050186
3;1;-75.6724143401056;4.79244954215307;-75.6697111960455;4.78597375846551
3;1;-75.6679735527387;4.79362211204714;-75.6718371563467;4.78618543887628
3;1;-75.6688631488752;4.78992755941613;-75.6765473876863;4.78837513987494
3;1;-75.6673760543305;4.79487200399739;-75.671196361513;4.78719343774062
3;1;-75.6677741614023;4.79073851357373;-75.6725559249703;4.78676041701037
3;1;-75.6687792684932;4.79180750599886;-75.6704186683351;4.78724941518097
3;3;-75.6719590578991;4.79085645311313;-75.6677230283674;4.79124274021069
3;3;-75.6662528887182;4.79188120215597;-75.6661064941967;4.79352026634346
3;3;-75.6671274427456;4.79400259620409;-75.6695101645073;4.79370440422772
3;3;-75.6702252194343;4.79163434673174;-75.6669349053093;4.79345573965134
3;3;-75.670787787409;4.79336173518766;-75.6697604770535;4.79310525440398
3;3;-75.6691581507474;4.79228811291429;-75.666902006016;4.79407705354255
3;3;-75.6698606722039;4.7908490235698;-75.6665178107664;4.79247739055785
3;3;-75.6671357830553;4.79500036896628;-75.6696348875238;4.79284408397757
3;3;-75.6724269102916;4.79230148859195;-75.6678337204604;4.79426133879798
3;3;-75.6671288888882;4.79448874306028;-75.6709418063206;4.79114084448849
3;3;-75.6667572251241;4.7940035135434;-75.6721622441129;4.79211786870694
3;3;-75.6655146403192;4.79296335881717;-75.667106696086;4.79324389378071
3;3;-75.6693130980877;4.79275335693587;-75.6700887763179;4.79211468778793
3;3;-75.6655490580021;4.79320070310342;-75.6701983075477;4.79339753792436
3;3;-75.6716849492287;4.79314783732629;-75.669454031376;4.79224536692094
3;53;-75.672838769222;4.7924926028982;-75.693369010085;4.8098969057478
3;53;-75.6696289326186;4.79243131375144;-75.6929605397839;4.81005800278815
3;53;-75.6708266483814;4.79224017896333;-75.691354750183;4.81111469640844
3;53;-75.6670946630158;4.79362325977486;-75.6925809041364;4.81198718559123
3;53;-75.6720168510267;4.79069825023251;-75.690564722707;4.81153767984537
3;53;-75.6662768715465;4.79421373614177;-75.6918008181825;4.81244696133098
3;53;-75.672020512178;4.79306554575269;-75.6936212304211;4.81077108679994
3;53;-75.671544672711;4.79212737000286;-75.6910360984517;4.81197551033241
3;53;-75.6701651701863;4.79187839023515;-75.6904259883801;4.81016715507311
3;53;-75.6666104308103;4.79443949371391;-75.6932972172203;4.8099284839337
3;53;-75.6685909767396;4.79279469157586;-75.692782258682;4.81134146653656
3;53;-75.6677271947973;4.79130134571488;-75.6905416314043;4.81050003850973
3;53;-75.6677453269275;4.79383626466716;-75.692978105622;4.81024617868535
3;53;-75.6701140440147;4.7934638643351;-75.69327828271;4.81061265962039
3;53;-75.6679825170239;4.78985128525849;-75.6933718336422;4.81259171276729
3;54;-75.6671558343808;4.79235960447862;-75.6938579935918;4.81168742752827
3;54;-75.6666318324199;4.79382109222059;-75.6968909480934;4.80927235022257
3;54;-75.6704144055485;4.79218766470519;-75.69738622688;4.80947100004701
3;54;-75.6653584734009;4.79272651348742;-75.6932963357484;4.80859764078803
3;54;-75.6658488194339;4.79394951227696;-75.6964913813691;4.81077876811328
3;54;-75.6680601899051;4.79193006839032;-75.6943162614896;4.81109548398518
3;54;-75.6658130682353;4.79323417832843;-75.6935633632551;4.80936379444245
3;54;-75.6670100986684;4.79265410586144;-75.6946875288358;4.80860239538978
3;54;-75.6664054410046;4.79279863899699;-75.6937672156467;4.80935745159376
3;54;-75.6735317373703;4.7925594001093;-75.6950476352058;4.81286806434048
3;54;-75.6689336737028;4.79129166825403;-75.6962096403005;4.8118588373675
3;54;-75.6719554566862;4.79300476319236;-75.6972445395107;4.81030885223248
3;54;-75.6661017559069;4.79219909446728;-75.6940151322126;4.80950399666103
3;54;-75.6692823279825;4.79188905327623;-75.6963620041841;4.8114112428468
3;54;-75.668046108744;4.79387142569355;-75.69593174543;4.81124210589918
3;214;-75.6684413881328;4.79232982845726;-75.6868373868834;4.82625485806885
3;214;-75.6697005562966;4.79081310019837;-75.6862508624284;4.82736824695721
3;214;-75.6672325812724;4.79191209826148;-75.686322307832;4.82702427058338
3;214;-75.6680348563862;4.79007891235777;-75.686435313996;4.82818442152465
3;214;-75.6684566032416;4.79210742185981;-75.6853525774516;4.8277123396907
3;214;-75.6701248168315;4.79072118490419;-75.6861866052558;4.8264745141653
3;214;-75.6664416599037;4.79421325618831;-75.687329128696;4.82597083387027
3;214;-75.672830143589;4.79136437209664;-75.6885379635902;4.82738903117933
3;214;-75.670175262732;4.79138683451638;-75.6862752975307;4.82799148498081
3;214;-75.6684392697146;4.79210204104153;-75.6879744156138;4.82701693275974
3;214;-75.6696853676312;4.79340694023335;-75.6865328714342;4.82829967649492
3;214;-75.6687693439976;4.79148838653276;-75.6840556869333;4.82744654637517
3;214;-75.6666064076806;4.79236189179629;-75.6857489173905;4.82645757976868
3;214;-75.6719172408876;4.79235603858868;-75.6863469107653;4.82531227752465
3;214;-75.6690516987927;4.79002689616613;-75.6857959238054;4.82575714281259
3;283;-75.66960944511;4.79201215832215;-75.6564184286903;4.85749907575255
3;283;-75.6677553516126;4.79325481334426;-75.6569334540768;4.85706750742502
3;283;-75.671708881524;4.79130685139963;-75.6567317545508;4.85728888710957
3;283;-75.6679884880608;4.79203351275479;-75.6555979486571;4.85907402862222
3;283;-75.6720893100272;4.79268890195997;-75.6575049028699;4.85512445309648
3;283;-75.6672574273856;4.79238354559016;-75.655598008049;4.85943271795811
3;283;-75.6727023069557;4.79202080414971;-75.6574574024386;4.85634909097997
3;283;-75.6673095870478;4.7937597255083;-75.6572740990963;4.85634089257535
3;283;-75.6696956854744;4.79369138302963;-75.6556616273859;4.85753592676686
3;283;-75.6719862201246;4.7917184206453;-75.6557256234704;4.85729792763276
3;283;-75.6667244054308;4.79201159505038;-75.6571509167604;4.8547288853325
3;283;-75.6688633762509;4.79244028941731;-75.6558344174268;4.85608027350816
3;283;-75.6685765833281;4.7939129601992;-75.6557208845122;4.85928189033379
3;283;-75.6722859775189;4.79195604325163;-75.6549858621646;4.85805502770491
3;283;-75.6695221660952;4.79318954724401;-75.6557361738727;4.85878009012429
4;7;-75.6666388564053;4.79970847907248;-75.6673168393115;4.80180543718548
4;7;-75.6674824868141;4.79780707862522;-75.6703229408361;4.80494737642784
4;7;-75.667350071275;4.79834854218481;-75.6681699873965;4.8023312972333
4;7;-75.6671110742808;4.79943802312917;-75.6698358712186;4.80322349829149
4;7;-75.6652702943455;4.79896842698932;-75.6701194559014;4.80352242052456
4;7;-75.6668569971254;4.79666345258327;-75.6705749345764;4.80373508703276
4;7;-75.6673032819328;4.79656406145703;-75.6695391197632;4.80188499634358
4;7;-75.6676994653783;4.79743288556351;-75.6688287224705;4.80293852680883
4;7;-75.6661057830556;4.79864956309887;-75.6672468201442;4.80235256812435
4;7;-75.6657705958202;4.79883640420434;-75.6695614922666;4.80386657889137
4;7;-75.6676430112849;4.79679800835032;-75.6702445602734;4.80396319268577
4;7;-75.6663727482276;4.79928016032661;-75.6701154670526;4.80158922261613
4;7;-75.6672621562415;4.79900128496318;-75.6700252880726;4.80317682192308
4;7;-75.6675444290548;4.79781320708134;-75.6713093331905;4.80441743129786
4;7;-75.6657921897926;4.7983374825168;-75.6694396689554;4.80185246447776
4;55;-75.6663661518102;4.80005771396711;-75.6944021817289;4.81435881287385
4;55;-75.667440956788;4.79654655821213;-75.696454312198;4.81463587666951
4;55;-75.6670598893026;4.79820148024165;-75.693812521913;4.8139093063677
4;55;-75.6671899803941;4.7976790521515;-75.6960107974928;4.81558675604577
4;55;-75.6663150010767;4.79742230406467;-75.6953783929293;4.81371271994474
4;55;-75.6682344546947;4.7975275428458;-75.6941255380202;4.81665455567649
4;55;-75.6673055499897;4.7981537694634;-75.6939836481372;4.8131749420643
4;55;-75.6669561614619;4.79779439471719;-75.696241674734;4.8142147919811
4;55;-75.6657474365355;4.79800410528147;-75.6952694669533;4.81524666313407
4;55;-75.6676869821709;4.79726785820518;-75.6947168468304;4.81728090430972
4;55;-75.6673588228821;4.79711287521456;-75.6958802903557;4.81438289794278
4;55;-75.6677545503661;4.79639471464574;-75.6956843927563;4.81417127847747
4;55;-75.6662780090567;4.7984355744078;-75.6941128057993;4.81353699975679
4;55;-75.6683302697926;4.7972801972601;-75.6947387824822;4.81400815149879
4;55;-75.6651692509086;4.79889954008064;-75.6952292874744;4.81574849489528
5;10;-75.6650295436299;4.79957882999973;-75.6738624076517;4.80847642200036
5;10;-75.6665009504558;4.80126461560616;-75.671118964341;4.80907108420122
5;10;-75.6664315345676;4.80128018737299;-75.6724488681016;4.80664440378718
5;10;-75.6653365009718;4.8008112292395;-75.6727308256447;4.80848796480349
5;10;-75.6645393121952;4.79922157331576;-75.671978598336;4.80789343781917
5;10;-75.6661958891005;4.80087357513045;-75.6742182309905;4.80773223072726
5;10;-75.665416865704;4.80037373457157;-75.6716747405498;4.80968635276422
5;10;-75.665976838287;4.8016953374334;-75.6732688983403;4.80901009775387
5;10;-75.6659059429935;4.80106082370937;-75.6728689458379;4.80761072957083
5;10;-75.6658567386977;4.79917269462966;-75.6729231106464;4.80787371563187
5;10;-75.6639550079395;4.79910043142464;-75.6732514638642;4.80856659970879
5;10;-75.6659685981508;4.80061666434956;-75.6725544100919;4.80997973932879
5;10;-75.6658693684238;4.80111530728259;-75.672511995263;4.80820145357919
5;10;-75.6658633949387;4.80125714435246;-75.6742756026944;4.8080410268422
5;10;-75.6652328237054;4.80043497101775;-75.6747422167378;4.80811498887003
5;28;-75.6652453019256;4.80021073555352;-75.687778366001;4.79116140565932
5;28;-75.6666739815065;4.80168376716451;-75.6919392247194;4.79281698182865
5;28;-75.6651504173219;4.79930586794638;-75.6902074233651;4.7890731971613
5;28;-75.6654235626874;4.80140030062393;-75.6866311361451;4.79484254922509
5;28;-75.6639698074201;4.79968742446496;-75.6882507091087;4.78804512350498
5;28;-75.6651912013253;4.80115333109632;-75.6908517439386;4.7907991500303
5;28;-75.6649400922028;4.80105618600804;-75.6887208373727;4.78967665317162
5;28;-75.6668994327338;4.80125615358667;-75.6888386268587;4.79159909471469
5;28;-75.6661100192676;4.80052171263046;-75.6916043470322;4.79005878759519
5;28;-75.6657931044273;4.79923862943878;-75.6894661079938;4.78978860988989
5;28;-75.6657452029341;4.79909848016238;-75.6901181365287;4.79129704655421
5;28;-75.6655710321901;4.80038227919694;-75.6878038417291;4.79915898305486
5;28;-75.6659432164312;4.80127677613637;-75.690582729439;4.79207231575153
5;28;-75.6652844169265;4.80113610791295;-75.6916046533509;4.79498574195516
5;28;-75.6653990497325;4.80109042750986;-75.688588885012;4.79361804210288
6;7;-75.6678856124128;4.79996467144452;-75.6673400744961;4.80203055974863
6;7;-75.6679444313714;4.80088650614613;-75.6676062353014;4.80386165547102
6;7;-75.6671954427671;4.8005253228268;-75.6670781153754;4.80180429343031
6;7;-75.6686374535578;4.80007594044279;-75.6692874367067;4.80390668553555
6;7;-75.6674192005453;4.80074084174612;-75.6699663743669;4.80247383967182
6;7;-75.6682504329108;4.79790407263253;-75.6672889275448;4.80153173977194
6;7;-75.6674066868724;4.80027215330617;-75.6705740408292;4.80516770367437
6;7;-75.6671301366758;4.7999265372147;-75.6676309130716;4.80250855155937
6;7;-75.6681782360127;4.79882179667083;-75.6684795492559;4.80237903171999
6;7;-75.6677723180524;4.80011974752857;-75.6686823080031;4.80328728191597
6;7;-75.6683689658481;4.79820485803966;-75.6671291737001;4.80250515295085
6;7;-75.6684407591036;4.79818306918499;-75.6707842178545;4.80538265823641
6;7;-75.6675995978158;4.79909182884228;-75.6673183363803;4.80330039043172
6;7;-75.668553195799;4.79843876878923;-75.6703877173613;4.80443361362198
6;7;-75.6666399566975;4.80027808213194;-75.6667770934958;4.80206310179844
6;25;-75.6682832299348;4.80130377944806;-75.6858122837959;4.79997041394053
6;25;-75.6671707929224;4.79998898475622;-75.684517332888;4.80052568044344
6;25;-75.6668553047384;4.80097494350554;-75.6840480443434;4.79999992809828
6;25;-75.6687521037861;4.80172737410425;-75.6843055540541;4.80177439166192
6;25;-75.6681660952229;4.80059546498197;-75.6868416595099;4.80053454110093
6;25;-75.6685237896995;4.80202490633296;-75.6858041485532;4.79962430425194
6;25;-75.6674545410845;4.8003974288715;-75.6834301578924;4.80134105840432
6;25;-75.667598609787;4.80063508226471;-75.6802712831463;4.80181702412941
6;25;-75.6675135189171;4.800355737397;-75.6837540787329;4.7990816326039
6;25;-75.6682979481578;4.79950587358733;-75.6854894625119;4.7996424866268
6;25;-75.6691645655583;4.79807120382845;-75.6807436569944;4.80196898244842
6;25;-75.6671144053548;4.80077226987233;-75.6855123920838;4.79933332930358
6;25;-75.6675536694188;4.79962034796953;-75.6855207987306;4.79848924178241
6;25;-75.6675006473818;4.80014544136903;-75.6859263640369;4.80130277676586
6;25;-75.6669669421585;4.80060833320378;-75.6863005728694;4.80068575853603
7;4;-75.6679993456143;4.80252979993851;-75.6674826946828;4.7987583508333
7;4;-75.6702152187978;4.80350113322473;-75.6669753509834;4.79673406757243
7;4;-75.6698424976173;4.80353480378995;-75.6662917116965;4.79736912613321
7;4;-75.6704842460423;4.8049201269886;-75.6667089329516;4.79706238819104
7;4;-75.6709465862064;4.80441019297484;-75.6660864859881;4.79766889809627
7;4;-75.6706157190941;4.80492775814143;-75.6668325602252;4.79803807012701
7;4;-75.6681579843141;4.80286156392211;-75.66655353847;4.79883932759368
7;4;-75.6703956898454;4.80505801145534;-75.6675028206532;4.7984451903097
7;4;-75.6698817833705;4.80430694349943;-75.6663930529262;4.79800567020464
7;4;-75.669845475542;4.80425437471601;-75.6672344865081;4.79858614924665
7;4;-75.666995680368;4.80376585029811;-75.6680924554023;4.7970206622217
7;4;-75.6705101977241;4.80420551804882;-75.6668801535189;4.79753335221645
7;4;-75.6674672831122;4.80175941347457;-75.6652447093636;4.79873934060951
7;4;-75.6706055829897;4.80357234112701;-75.6673284659148;4.79819061870607
7;4;-75.6676410238827;4.80293471459592;-75.6660063737857;4.79772080526502
7;6;-75.6669457396634;4.80152120950497;-75.6684666403814;4.8003751133965
7;6;-75.6707897116688;4.80424304870693;-75.6685530221154;4.79839284303274
7;6;-75.6699561110848;4.80248695930569;-75.6674398266995;4.8005285116219
7;6;-75.6687259002333;4.80298654834258;-75.6686703397568;4.79792513952213
7;6;-75.6687285160518;4.80284605971141;-75.6675795690985;4.80057745971822
7;6;-75.6703083367871;4.80488594075541;-75.6689786022682;4.79853400294111
7;6;-75.6673675744884;4.8018501515326;-75.6689980792422;4.7973907384672
7;6;-75.6695170078515;4.80372671636152;-75.6677443531885;4.80100781664222
7;6;-75.6690326690142;4.8029455006686;-75.6681343533965;4.79896707066199
7;6;-75.6673548957532;4.80275641032226;-75.6685309817685;4.80075398457615
7;6;-75.6699224485511;4.80413019694134;-75.6685302602763;4.79963435769606
7;6;-75.6684469959456;4.80225710129205;-75.6679693666816;4.79903218172667
7;6;-75.6690503798941;4.80374986041689;-75.6678017045113;4.8015142839145
7;6;-75.6695370501361;4.80207366284917;-75.6694306554606;4.79760360223507
7;6;-75.667317500785;4.80271081821547;-75.6681587964161;4.80074596303102
7;7;-75.6686819683132;4.80255981924664;-75.6708186086678;4.80497485578999
7;7;-75.6707647768567;4.80531995412755;-75.6692057007955;4.80179311248581
7;7;-75.667575384652;4.80329775499728;-75.6693970164566;4.80400775246931
7;7;-75.667776982966;4.80270530419263;-75.667917450399;4.80245789696857
7;7;-75.668568914536;4.80246975608571;-75.6696037920787;4.80232164759528
7;7;-75.6701249171082;4.80422821324712;-75.6669103116363;4.80181080008865
7;7;-75.669819141846;4.80181677908312;-75.667620453292;4.80389652240847
7;7;-75.6671853598803;4.80363179485486;-75.6695714475833;4.80432667043334
7;7;-75.6699848182851;4.80376504816808;-75.6683739471968;4.80290676497846
